Iteration_Step	Fidelity_BO	alpha_norm	th_W_ratio_norm	alpha_actual	th_W_ratio_actual	Objective_Negated	Objective_Actual	Execution_Time_s
Initial	0.0	0.6949341154992368	0.5028549454319715	4.0085358753725195	0.005525694508887744	-45.66063034429825	45.66063034429825	305.63632702827454
Initial	0.0	0.09827740963367787	0.7119919863899993	2.069401581309453	0.007407927877509994	-30.29233964919059	30.29233964919059	126.33805704116821
Initial	1.0	0.5595353729382715	0.34280404826958905	3.5684899620493824	0.004085236434426301	-0.0010334298093463464	0.0010334298093463464	488.82553267478943
Initial	1.0	0.4777406827578417	0.8477752359116772	3.3026572189629855	0.008629977123205096	-0.00028562175822640707	0.00028562175822640707	662.6191642284393
Initial	1.0	0.8153898514016396	0.8004853799453879	4.400017017055329	0.008204368419508492	-0.00026333865859401635	0.00026333865859401635	891.1926822662354
Iter_1	0.0	0.5164085012764442	0.29738412473387216	3.428327629148444	0.0036764571226048496	-17.123068236616938	17.123068236616938	188.71839332580566
Iter_2	0.0	0.7463256305674162	0.17437992152953652	4.175558299344102	0.002569419293765829	-10.360407348748657	10.360407348748657	139.63178777694702
Iter_3	0.0	0.46679510920658396	0.09634848872779085	3.267084104921398	0.0018671363985501177	-4.099788630766201	4.099788630766201	86.68564510345459
Iter_4	0.0	0.624756902929687	0.015649339638509313	3.780459934521483	0.0011408440567465838	-1.8889601181718036	1.8889601181718036	84.04746699333191
Iter_5	0.0	0.07834722857166829	0.0013996038543502573	2.004628492857922	0.0010125964346891522	-1.0337373142028836	1.0337373142028836	42.90964221954346
Iter_6	0.0	0.9266327876013195	0.010014263603287858	4.761556559704289	0.0010901283724295907	-1.9822380444741432	1.9822380444741432	98.17614245414734
Iter_7	0.0	0.3391298064424355	0.0	2.8521718709379154	0.001	-1.250462663133021	1.250462663133021	64.45885872840881
Iter_8	0.0	0.9006396431716706	0.7492088163718679	4.67707884030793	0.007742879347346811	-93.99906923704538	93.99906923704538	442.62877011299133
Recommendation_Model	1.0	1.0	0.22257878751690754	5.0	0.0030032090876521682	-0.0017920127461699402	0.001792012746169940	667.165913105011
